"date_created","description","followers","following","id","image_url","is_bot","last_updated","name","screen_name","political_leaning","account_category"
"0000-00-00 00:00:00",,"1105","2","2237336431",,"1","0000-00-00 00:00:00",,"CHERTORIZSKY","Russian","NonEnglish"
"0000-00-00 00:00:00",,"464","13","2237366598",,"1","0000-00-00 00:00:00",,"DZHABIRZAHAB","Russian","NonEnglish"
"0000-00-00 00:00:00",,"148","333","2237714168",,"1","0000-00-00 00:00:00",,"KIRLLVIL","Russian","NonEnglish"
"0000-00-00 00:00:00",,"398","200","2238006912",,"1","0000-00-00 00:00:00",,"DARISHALEBEDEVA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"453","399","2238181819",,"1","0000-00-00 00:00:00",,"NADENKAAVDEEVA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"503","352","2239037713",,"1","0000-00-00 00:00:00",,"GALINA_FR","Russian","NonEnglish"
"0000-00-00 00:00:00",,"399","314","2240484451",,"1","0000-00-00 00:00:00",,"REZNIK_ELIZA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"655","1007","2240770651",,"1","0000-00-00 00:00:00",,"ROMANFURUCHEV","Russian","NonEnglish"
"0000-00-00 00:00:00",,"344","202","2241135968",,"1","0000-00-00 00:00:00",,"GRIGADWIN","Russian","NonEnglish"
"0000-00-00 00:00:00",,"145","191","2241291349",,"1","0000-00-00 00:00:00",,"SERGEIVCHENKO","Russian","NonEnglish"
"0000-00-00 00:00:00",,"106","1115","2241326438",,"1","0000-00-00 00:00:00",,"GRISHINVANNO","Russian","NonEnglish"
"0000-00-00 00:00:00",,"341","188","2241496393",,"1","0000-00-00 00:00:00",,"EROHOVA_K","Russian","NonEnglish"
"0000-00-00 00:00:00",,"335","267","2241506929",,"1","0000-00-00 00:00:00",,"TOPSECRET_LADY","Russian","NonEnglish"
"0000-00-00 00:00:00",,"134","1041","2241608196",,"1","0000-00-00 00:00:00",,"PHOTOPHOMIN","Russian","NonEnglish"
"0000-00-00 00:00:00",,"197","0","2241983508",,"1","0000-00-00 00:00:00",,"HUSSEINASSAHAFI","Arabic","NonEnglish"
"0000-00-00 00:00:00",,"164","96","2242207597",,"1","0000-00-00 00:00:00",,"VAZHANKOV","Russian","NonEnglish"
"0000-00-00 00:00:00",,"268","257","2243059742",,"1","0000-00-00 00:00:00",,"IANAMONTANA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"553","412","2243065980",,"1","0000-00-00 00:00:00",,"LIDAZIN","Russian","NonEnglish"
"0000-00-00 00:00:00",,"211","1812","2243283066",,"1","0000-00-00 00:00:00",,"VENGEROVAA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"246","262","2244426787",,"1","0000-00-00 00:00:00",,"DANAIVANCH","Russian","NonEnglish"
"0000-00-00 00:00:00",,"260","1271","2245007149",,"1","0000-00-00 00:00:00",,"DUMOVAELVIRA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"132","80","2245087412",,"1","0000-00-00 00:00:00",,"RODYA_BEZ","Russian","NonEnglish"
"0000-00-00 00:00:00",,"729","1961","2245367568",,"1","0000-00-00 00:00:00",,"TARASTWEETOR","Russian","NonEnglish"
"0000-00-00 00:00:00",,"546","10","2245684130",,"1","0000-00-00 00:00:00",,"MUSAMUHMUH","Russian","NonEnglish"
"0000-00-00 00:00:00",,"623","490","2246294448",,"1","0000-00-00 00:00:00",,"LERONVOINIK","Russian","NonEnglish"
"0000-00-00 00:00:00",,"396","215","2246302448",,"1","0000-00-00 00:00:00",,"ITS_OLESYA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"213","258","2246340168",,"1","0000-00-00 00:00:00",,"MASHKI_MASHKI","Russian","NonEnglish"
"0000-00-00 00:00:00",,"252","964","2246787642",,"1","0000-00-00 00:00:00",,"D_A_S_H_AAA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"337","525","2246989784",,"1","0000-00-00 00:00:00",,"DAVIDI_HERE","Russian","NonEnglish"
"0000-00-00 00:00:00",,"655","1945","2247003283",,"1","0000-00-00 00:00:00",,"PETRGORELOV","Russian","NonEnglish"
"0000-00-00 00:00:00",,"128","146","2247666253",,"1","0000-00-00 00:00:00",,"MISHA_PROKF","Russian","NonEnglish"
"0000-00-00 00:00:00",,"747","1932","2247855296",,"1","0000-00-00 00:00:00",,"VASILIEVANT","Russian","NonEnglish"
"0000-00-00 00:00:00",,"614","1584","2247893282",,"1","0000-00-00 00:00:00",,"CUCKMAN2000","Russian","NonEnglish"
"0000-00-00 00:00:00",,"676","1898","2248162574",,"1","0000-00-00 00:00:00",,"SERHIODABEST","Russian","NonEnglish"
"0000-00-00 00:00:00",,"623","1758","2248265466",,"1","0000-00-00 00:00:00",,"SHAKHOVOFFICIAL","Russian","NonEnglish"
"0000-00-00 00:00:00",,"113","55","2248404972",,"1","0000-00-00 00:00:00",,"EGOR_LOLOLO","Russian","NonEnglish"
"0000-00-00 00:00:00",,"730","1687","2248562084",,"1","0000-00-00 00:00:00",,"POLITICS__2014","Russian","NonEnglish"
"0000-00-00 00:00:00",,"474","339","2249480526",,"1","0000-00-00 00:00:00",,"KAIDALOVAMARI","Russian","NonEnglish"
"0000-00-00 00:00:00",,"703","509","2250517044",,"1","0000-00-00 00:00:00",,"NINI__2014","Russian","NonEnglish"
"0000-00-00 00:00:00",,"309","315","2250561409",,"1","0000-00-00 00:00:00",,"YAH_MALINA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"306","113","2250583466",,"1","0000-00-00 00:00:00",,"VLENELENAV","Russian","NonEnglish"
"0000-00-00 00:00:00",,"307","216","2252166150",,"1","0000-00-00 00:00:00",,"VERNIGOROVAN1","Russian","NonEnglish"
"0000-00-00 00:00:00",,"600","1953","2253394196",,"1","0000-00-00 00:00:00",,"MANDARINKAEFIM","Russian","NonEnglish"
"0000-00-00 00:00:00",,"85","388","2253415562",,"1","0000-00-00 00:00:00",,"VLASOV_YA_","Russian","NonEnglish"
"0000-00-00 00:00:00",,"637","1752","2253648366",,"1","0000-00-00 00:00:00",,"PHOTOMOSKOW2014","Russian","NonEnglish"
"0000-00-00 00:00:00",,"308","278","2253869222",,"1","0000-00-00 00:00:00",,"KLARAUKRALAKOLU","Russian","NonEnglish"
"0000-00-00 00:00:00",,"587","361","2254154676",,"1","0000-00-00 00:00:00",,"VIZYDYREGUJI","Russian","NonEnglish"
"0000-00-00 00:00:00",,"229","460","2254284668",,"1","0000-00-00 00:00:00",,"ROZGALRIMA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"257","376","2254290174",,"1","0000-00-00 00:00:00",,"MISSNADILLE","Russian","NonEnglish"
"0000-00-00 00:00:00",,"234","402","2254677133",,"1","0000-00-00 00:00:00",,"SAGANOVAVALYA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"100","85","2254778414",,"1","0000-00-00 00:00:00",,"TI_MIRONOV","Russian","NonEnglish"
"0000-00-00 00:00:00",,"36","3","2254825644",,"1","0000-00-00 00:00:00",,"TIZEFAKIPAD","Russian","NonEnglish"
"0000-00-00 00:00:00",,"260","256","2254995744",,"1","0000-00-00 00:00:00",,"KAMILABUROVA","Russian","NonEnglish"
"0000-00-00 00:00:00",,"632","195","2255393400",,"1","0000-00-00 00:00:00",,"RAPIRAGO","Russian","NonEnglish"
"0000-00-00 00:00:00",,"183","118","2255484932",,"1","0000-00-00 00:00:00",,"NATALIPETRICK","Russian","NonEnglish"
"0000-00-00 00:00:00",,"131","174","2255554830",,"1","0000-00-00 00:00:00",,"YA_YARIK_","Russian","NonEnglish"
"0000-00-00 00:00:00",,"10","67","2256124964",,"1","0000-00-00 00:00:00",,"SABIRSALIMSA","Arabic","NonEnglish"
"0000-00-00 00:00:00",,"524","1463","2256180673",,"1","0000-00-00 00:00:00",,"FEDOTOVVAS","Russian","NonEnglish"
"0000-00-00 00:00:00",,"14100","1504","2256210373",,"1","0000-00-00 00:00:00",,"SINIGOPAJUBY","Russian","NonEnglish"
"0000-00-00 00:00:00",,"667","201","2256300876",,"1","0000-00-00 00:00:00",,"CYCHEVMARK","Russian","NonEnglish"
"0000-00-00 00:00:00",,"145","409","2256393480",,"1","0000-00-00 00:00:00",,"PONCHODRAKONCHO","Russian","NonEnglish"
"0000-00-00 00:00:00",,"461","274","2256702913",,"1","0000-00-00 00:00:00",,"EGOROVALEKSS","Russian","NonEnglish"
"0000-00-00 00:00:00",,"580","1805","2257032036",,"1","0000-00-00 00:00:00",,"VEDENSKIYARTEM","Russian","NonEnglish"
"0000-00-00 00:00:00",,"324","213","2257033452",,"1","0000-00-00 00:00:00",,"VITALYIDERBENEV","Russian","NonEnglish"
"0000-00-00 00:00:00",,"210","1444","2257188913",,"1","0000-00-00 00:00:00",,"N1TEGRL","Russian","NonEnglish"
